Stock,Weight,Inds,Weight_flies,Sex,Treatment,Set,MitoNuc,Mito,Nuc,weight_per_fly,Build
19B,0.998968,7,1.011852,F,Control,1,Bei59_Ore,Bei59,Ore,0.00184057142857143,B
19B,1.01734,8,1.025638,F,Rotenone,1,Bei59_Ore,Bei59,Ore,0.00103725000000002,B
1A,0.97134,15,0.98096,M,Control,1,ZW144_Ore,ZW144,Ore,0.000641333333333338,A
1A,0.97471,15,0.979192,M,Control,1,ZW144_Ore,ZW144,Ore,0.000298799999999999,A
1A,0.996916,6,1.002424,F,Control,1,ZW144_Ore,ZW144,Ore,0.000917999999999993,A
1A,1.000328,14,1.014646,F,Rotenone,1,ZW144_Ore,ZW144,Ore,0.00102271428571427,A
1A,1.022984,5,1.02921,F,Rotenone,1,ZW144_Ore,ZW144,Ore,0.00124520000000001,A
1A,0.99974,17,1.008696,M,Rotenone,1,ZW144_Ore,ZW144,Ore,0.000526823529411769,A
1A,0.996658,15,1.006912,F,Control,1,ZW144_Ore,ZW144,Ore,0.000683599999999999,A
1A,1.02254,16,1.022668,M,Rotenone,1,ZW144_Ore,ZW144,Ore,7.99999999999412e-06,A
1B,0.971026,19,0.983964,M,Control,1,ZW144_Ore,ZW144,Ore,0.000680947368421053,B
1B,0.996484,10,1.012946,F,Control,1,ZW144_Ore,ZW144,Ore,0.00164619999999999,B
1B,1.015206,9,1.026522,F,Rotenone,1,ZW144_Ore,ZW144,Ore,0.00125733333333332,B
1B,1.011592,24,1.02009,M,Rotenone,1,ZW144_Ore,ZW144,Ore,0.000354083333333329,B
1B,1.014642,15,1.08066,M,Rotenone,1,ZW144_Ore,ZW144,Ore,0.00440119999999999,B
1B,1.01198,10,1.025972,F,Rotenone,1,ZW144_Ore,ZW144,Ore,0.0013992,B
1B,0.974284,18,0.990208,M,Control,1,ZW144_Ore,ZW144,Ore,0.000884666666666663,B
1B,1.00221,15,1.014678,F,Control,1,ZW144_Ore,ZW144,Ore,0.000831199999999995,B
20A,1.020936,20,1.028216,M,Rotenone,1,Bei54_Ore,Bei54,Ore,0.000363999999999998,A
20A,0.994456,16,1.014984,F,Control,1,Bei54_Ore,Bei54,Ore,0.00128300000000001,A
20A,1.021102,13,1.036084,F,Rotenone,1,Bei54_Ore,Bei54,Ore,0.00115246153846154,A
20A,0.947958,16,0.962604,M,Control,1,Bei54_Ore,Bei54,Ore,0.000915375000000003,A
20A,0.9956,19,1.01398,F,Control,1,Bei54_Ore,Bei54,Ore,0.000967368421052635,A
20A,0.958994,20,0.969754,M,Control,1,Bei54_Ore,Bei54,Ore,0.000538,A
20A,1.021344,8,1.031176,F,Rotenone,1,Bei54_Ore,Bei54,Ore,0.00122900000000001,A
20B,1.012162,10,1.024428,F,Rotenone,1,Bei54_Ore,Bei54,Ore,0.00122659999999999,B
20B,0.95948,19,0.975612,M,Control,1,Bei54_Ore,Bei54,Ore,0.000849052631578949,B
20B,0.997052,17,1.01753,F,Control,1,Bei54_Ore,Bei54,Ore,0.00120458823529412,B
20B,1.011828,12,1.0484,M,Rotenone,1,Bei54_Ore,Bei54,Ore,0.00304766666666667,B
20B,1.001362,18,1.020336,F,Control,1,Bei54_Ore,Bei54,Ore,0.0010541111111111,B
20B,1.021184,18,1.029958,F,Rotenone,1,Bei54_Ore,Bei54,Ore,0.000487444444444435,B
20B,0.951044,20,0.965712,M,Control,1,Bei54_Ore,Bei54,Ore,0.000733400000000001,B
21A,1.041394,9,1.054134,F,Control,3,Bei52_Ore,Bei52,Ore,0.00141555555555555,A
21A,1.04103,14,1.059266,F,Rotenone,3,Bei52_Ore,Bei52,Ore,0.00130257142857144,A
21A,1.032146,20,1.050336,M,Rotenone,3,Bei52_Ore,Bei52,Ore,0.000909499999999996,A
21A,1.059502,18,1.083866,F,Rotenone,3,Bei52_Ore,Bei52,Ore,0.00135355555555556,A
21A,1.034876,19,1.052116,M,Rotenone,3,Bei52_Ore,Bei52,Ore,0.000907368421052639,A
21A,1.03452,15,1.053736,F,Control,3,Bei52_Ore,Bei52,Ore,0.00128106666666666,A
21A,0.987346,20,1.004866,M,Control,3,Bei52_Ore,Bei52,Ore,0.000876000000000005,A
21A,1.007362,22,1.02613,M,Control,3,Bei52_Ore,Bei52,Ore,0.000853090909090904,A
21B,1.054788,5,1.06001,F,Rotenone,3,Bei52_Ore,Bei52,Ore,0.00104439999999997,B
21B,1.04101,10,1.053932,F,Rotenone,3,Bei52_Ore,Bei52,Ore,0.00129220000000001,B
21B,0.992512,14,1.005062,M,Control,3,Bei52_Ore,Bei52,Ore,0.000896428571428568,B
21B,1.003556,14,1.016054,M,Control,3,Bei52_Ore,Bei52,Ore,0.000892714285714294,B
21B,1.030962,8,1.042424,F,Control,3,Bei52_Ore,Bei52,Ore,0.00143275000000001,B
21B,1.035736,9,1.04604,F,Control,3,Bei52_Ore,Bei52,Ore,0.0011448888888889,B
21B,1.039804,22,1.058048,M,Rotenone,3,Bei52_Ore,Bei52,Ore,0.000829272727272734,B
21B,1.032106,24,1.053152,M,Rotenone,3,Bei52_Ore,Bei52,Ore,0.000876916666666672,B
22A,1.03102,13,1.04936,F,Control,3,Bei42_Ore,Bei42,Ore,0.00141076923076923,A
22A,1.026178,9,1.034588,M,Rotenone,3,Bei42_Ore,Bei42,Ore,0.000934444444444448,A
22A,1.035972,5,1.042748,F,Control,3,Bei42_Ore,Bei42,Ore,0.00135520000000002,A
22A,1.034968,9,1.043182,M,Rotenone,3,Bei42_Ore,Bei42,Ore,0.00091266666666666,A
22A,1.047846,10,1.062818,F,Rotenone,3,Bei42_Ore,Bei42,Ore,0.0014972,A
22A,1.054832,10,1.068494,F,Rotenone,3,Bei42_Ore,Bei42,Ore,0.00136620000000001,A
22A,1.013974,17,1.028876,M,Control,3,Bei42_Ore,Bei42,Ore,0.000876588235294116,A
22A,0.986736,17,1.00192,M,Control,3,Bei42_Ore,Bei42,Ore,0.000893176470588234,A
22B,1.039574,4,1.044876,F,Control,3,Bei42_Ore,Bei42,Ore,0.00132549999999998,B
22B,1.032644,10,1.04623,F,Control,3,Bei42_Ore,Bei42,Ore,0.00135860000000001,B
22B,1.048034,18,1.072186,F,Rotenone,3,Bei42_Ore,Bei42,Ore,0.00134177777777779,B
22B,1.034752,22,1.052504,M,Rotenone,3,Bei42_Ore,Bei42,Ore,0.000806909090909101,B
22B,1.005656,16,1.018594,M,Control,3,Bei42_Ore,Bei42,Ore,0.000808624999999993,B
22B,1.06905,12,1.085406,F,Rotenone,3,Bei42_Ore,Bei42,Ore,0.001363,B
22B,1.024898,18,1.038946,M,Control,3,Bei42_Ore,Bei42,Ore,0.000780444444444436,B
22B,1.032244,22,1.050992,M,Rotenone,3,Bei42_Ore,Bei42,Ore,0.000852181818181818,B
23A,1.026146,14,1.041396,F,Rotenone,6,Bei38_Ore,Bei38,Ore,0.00108928571428571,A
23A,1.039554,13,1.053916,F,Rotenone,6,Bei38_Ore,Bei38,Ore,0.00110476923076923,A
23A,1.002598,11,1.014868,F,Control,6,Bei38_Ore,Bei38,Ore,0.00111545454545455,A
23A,0.994394,11,1.006276,F,Control,6,Bei38_Ore,Bei38,Ore,0.00108018181818181,A
23A,0.997056,11,1.00946,F,Control,6,Bei38_Ore,Bei38,Ore,0.00112763636363636,A
23A,0.998894,11,1.007274,M,Rotenone,6,Bei38_Ore,Bei38,Ore,0.000761818181818187,A
23A,0.971134,12,0.979394,M,Control,6,Bei38_Ore,Bei38,Ore,0.000688333333333328,A
23A,1.005348,11,1.013588,M,Rotenone,6,Bei38_Ore,Bei38,Ore,0.000749090909090911,A
23A,1.02495,13,1.038666,F,Rotenone,6,Bei38_Ore,Bei38,Ore,0.00105507692307693,A
23A,0.970944,11,0.97808,M,Control,6,Bei38_Ore,Bei38,Ore,0.000648727272727265,A
23A,0.958906,11,0.966018,M,Control,6,Bei38_Ore,Bei38,Ore,0.000646545454545455,A
23A,1.005432,11,1.01384,M,Rotenone,6,Bei38_Ore,Bei38,Ore,0.000764363636363634,A
23B,0.999226,9,1.007628,F,Control,6,Bei38_Ore,Bei38,Ore,0.000933555555555558,B
23B,1.00528,11,1.013506,M,Rotenone,6,Bei38_Ore,Bei38,Ore,0.000747818181818188,B
23B,0.970936,13,0.97996,M,Control,6,Bei38_Ore,Bei38,Ore,0.000694153846153849,B
23B,0.966118,12,0.973268,M,Control,6,Bei38_Ore,Bei38,Ore,0.000595833333333332,B
23B,0.99551,10,1.005766,F,Control,6,Bei38_Ore,Bei38,Ore,0.00102559999999999,B
23B,0.998672,9,1.008074,F,Control,6,Bei38_Ore,Bei38,Ore,0.00104466666666666,B
23B,1.020744,7,1.02889,F,Rotenone,6,Bei38_Ore,Bei38,Ore,0.00116371428571428,B
23B,1.030736,6,1.03808,F,Rotenone,6,Bei38_Ore,Bei38,Ore,0.00122399999999997,B
23B,1.002802,11,1.010512,M,Rotenone,6,Bei38_Ore,Bei38,Ore,0.000700909090909101,B
23B,1.00086,12,1.009732,M,Rotenone,6,Bei38_Ore,Bei38,Ore,0.000739333333333333,B
23B,0.986128,13,0.995072,M,Control,6,Bei38_Ore,Bei38,Ore,0.000687999999999996,B
23B,1.020944,7,1.029066,F,Rotenone,6,Bei38_Ore,Bei38,Ore,0.00116028571428571,B
24A,0.967582,19,0.981922,M,Control,2,Bei23_Ore,Bei23,Ore,0.000754736842105258,A
24A,1.004736,18,1.017442,M,Rotenone,2,Bei23_Ore,Bei23,Ore,0.000705888888888882,A
24A,0.958882,17,0.972206,M,Control,9,Bei23_Ore,Bei23,Ore,0.000783764705882353,A
24A,0.995936,24,1.010232,M,Rotenone,9,Bei23_Ore,Bei23,Ore,0.000595666666666666,A
24A,0.9994,18,1.023672,F,Control,9,Bei23_Ore,Bei23,Ore,0.00134844444444444,A
24A,0.971024,20,0.986818,M,Control,2,Bei23_Ore,Bei23,Ore,0.000789699999999999,A
24A,1.03942,17,1.057602,F,Rotenone,2,Bei23_Ore,Bei23,Ore,0.0010695294117647,A
24A,1.004232,16,1.02259,M,Rotenone,9,Bei23_Ore,Bei23,Ore,0.00114737500000001,A
24A,0.997078,17,1.020058,F,Control,2,Bei23_Ore,Bei23,Ore,0.00135176470588235,A
24A,1.026924,19,1.050976,F,Rotenone,9,Bei23_Ore,Bei23,Ore,0.0012658947368421,A
24A,1.018042,18,1.040954,F,Rotenone,9,Bei23_Ore,Bei23,Ore,0.00127288888888889,A
24A,1.027714,12,1.042924,F,Rotenone,2,Bei23_Ore,Bei23,Ore,0.0012675,A
24A,0.994552,14,1.01267,F,Control,9,Bei23_Ore,Bei23,Ore,0.00129414285714285,A
24A,1.000594,17,1.021768,F,Control,2,Bei23_Ore,Bei23,Ore,0.00124552941176471,A
24A,0.998116,19,1.023536,F,Control,9,Bei23_Ore,Bei23,Ore,0.00133789473684211,A
24A,0.952764,18,0.966912,M,Control,9,Bei23_Ore,Bei23,Ore,0.000785999999999997,A
24A,1.006826,18,1.021274,M,Rotenone,9,Bei23_Ore,Bei23,Ore,0.000802666666666668,A
24A,0.969132,19,0.983774,M,Control,9,Bei23_Ore,Bei23,Ore,0.000770631578947371,A
24A,0.998976,18,1.011872,M,Rotenone,2,Bei23_Ore,Bei23,Ore,0.000716444444444452,A
24A,1.011252,20,1.037682,F,Rotenone,9,Bei23_Ore,Bei23,Ore,0.0013215,A
24B,0.967312,20,0.982932,M,Control,9,Bei23_Ore,Bei23,Ore,0.000781000000000004,B
24B,0.955228,20,0.96193,M,Control,2,Bei23_Ore,Bei23,Ore,0.000335099999999999,B
24B,1.003082,18,1.025328,F,Control,9,Bei23_Ore,Bei23,Ore,0.00123588888888889,B
24B,1.02326,20,1.047084,F,Rotenone,9,Bei23_Ore,Bei23,Ore,0.00119119999999999,B
24B,1.004044,19,1.018706,M,Rotenone,9,Bei23_Ore,Bei23,Ore,0.000771684210526313,B
24B,0.958574,19,0.97425,M,Control,2,Bei23_Ore,Bei23,Ore,0.000825052631578943,B
24B,1.002,15,1.014216,M,Rotenone,2,Bei23_Ore,Bei23,Ore,0.0008144,B
24B,0.99326,20,1.025718,F,Control,9,Bei23_Ore,Bei23,Ore,0.00162289999999999,B
24B,0.958798,20,0.975132,M,Control,9,Bei23_Ore,Bei23,Ore,0.000816699999999998,B
24B,1.020354,13,1.036606,F,Rotenone,9,Bei23_Ore,Bei23,Ore,0.00125015384615384,B
24B,1.001484,21,1.030386,F,Control,2,Bei23_Ore,Bei23,Ore,0.00137628571428571,B
24B,1.000722,18,1.015654,F,Control,9,Bei23_Ore,Bei23,Ore,0.000829555555555565,B
24B,0.999184,19,1.021898,F,Control,2,Bei23_Ore,Bei23,Ore,0.00119547368421053,B
24B,0.967336,18,0.98143,M,Control,9,Bei23_Ore,Bei23,Ore,0.000783000000000003,B
24B,1.02368,18,1.046276,F,Rotenone,9,Bei23_Ore,Bei23,Ore,0.00125533333333334,B
24B,1.004946,17,1.017822,M,Rotenone,9,Bei23_Ore,Bei23,Ore,0.000757411764705889,B
24B,1.000556,11,1.009366,M,Rotenone,2,Bei23_Ore,Bei23,Ore,0.00080090909090909,B
24B,1.012204,14,1.026302,F,Rotenone,2,Bei23_Ore,Bei23,Ore,0.001007,B
24B,1.026576,9,1.03769,F,Rotenone,2,Bei23_Ore,Bei23,Ore,0.0012348888888889,B
24B,1.002654,15,1.014568,M,Rotenone,9,Bei23_Ore,Bei23,Ore,0.000794266666666665,B
25A,0.996926,12,1.005608,M,Rotenone,7,Bei12_Ore,Bei12,Ore,0.000723500000000007,A
25A,1.003618,12,1.019014,F,Control,7,Bei12_Ore,Bei12,Ore,0.00128300000000002,A
25A,1.005706,12,1.014558,M,Rotenone,7,Bei12_Ore,Bei12,Ore,0.000737666666666673,A
25A,0.998668,12,1.008084,M,Rotenone,7,Bei12_Ore,Bei12,Ore,0.000784666666666665,A
25A,1.030548,12,1.045838,F,Rotenone,7,Bei12_Ore,Bei12,Ore,0.00127416666666667,A
25A,1.002302,13,1.019306,F,Control,7,Bei12_Ore,Bei12,Ore,0.001308,A
25A,1.019644,11,1.03324,F,Rotenone,7,Bei12_Ore,Bei12,Ore,0.00123599999999999,A
25A,1.0149,11,1.028714,F,Rotenone,7,Bei12_Ore,Bei12,Ore,0.00125581818181818,A
25A,0.966196,13,0.975654,M,Control,7,Bei12_Ore,Bei12,Ore,0.000727538461538459,A
25A,1.002078,13,1.01851,F,Control,7,Bei12_Ore,Bei12,Ore,0.001264,A
25A,0.96771,12,0.97664,M,Control,7,Bei12_Ore,Bei12,Ore,0.000744166666666666,A
25A,0.958254,12,0.967078,M,Control,7,Bei12_Ore,Bei12,Ore,0.000735333333333329,A
25B,1.011442,13,1.021652,M,Rotenone,7,Bei12_Ore,Bei12,Ore,0.000785384615384619,B
25B,1.02603,14,1.043428,F,Rotenone,7,Bei12_Ore,Bei12,Ore,0.00124271428571429,B
25B,1.027026,14,1.045566,F,Rotenone,7,Bei12_Ore,Bei12,Ore,0.00132428571428571,B
25B,1.005204,14,1.01568,M,Rotenone,7,Bei12_Ore,Bei12,Ore,0.000748285714285709,B
25B,1.006126,14,1.017358,M,Rotenone,7,Bei12_Ore,Bei12,Ore,0.000802285714285708,B
25B,0.997352,12,1.013084,F,Control,7,Bei12_Ore,Bei12,Ore,0.00131100000000001,B
25B,0.958806,12,0.96713,M,Control,7,Bei12_Ore,Bei12,Ore,0.000693666666666667,B
25B,0.985822,12,0.994088,M,Control,7,Bei12_Ore,Bei12,Ore,0.000688833333333333,B
25B,0.999926,15,1.018894,F,Rotenone,7,Bei12_Ore,Bei12,Ore,0.00126453333333333,B
25B,0.999264,11,1.012124,F,Control,7,Bei12_Ore,Bei12,Ore,0.00116909090909091,B
25B,0.999416,12,1.015436,F,Control,7,Bei12_Ore,Bei12,Ore,0.001335,B
25B,0.95894,12,0.967548,M,Control,7,Bei12_Ore,Bei12,Ore,0.000717333333333329,B
26A,1.027394,12,1.041872,F,Rotenone,2,Bei11_Ore,Bei11,Ore,0.0012065,A
26A,0.966698,18,0.974238,M,Control,2,Bei11_Ore,Bei11,Ore,0.000418888888888895,A
26A,0.967778,20,0.983654,M,Control,9,Bei11_Ore,Bei11,Ore,0.0007938,A
26A,1.007204,13,1.023772,F,Control,2,Bei11_Ore,Bei11,Ore,0.00127446153846153,A
26A,0.99391,17,1.016016,F,Control,2,Bei11_Ore,Bei11,Ore,0.00130035294117647,A
26A,1.005646,20,1.021084,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000771900000000003,A
26A,1.000576,18,1.01702,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000913555555555563,A
26A,1.004124,16,1.018182,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000878624999999994,A
26A,1.002252,19,1.026462,F,Control,9,Bei11_Ore,Bei11,Ore,0.00127421052631579,A
26A,1.022146,17,1.04275,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.001212,A
26A,0.998136,20,1.014322,M,Rotenone,2,Bei11_Ore,Bei11,Ore,0.000809299999999996,A
26A,1.004642,11,1.01417,M,Rotenone,2,Bei11_Ore,Bei11,Ore,0.000866181818181816,A
26A,0.958664,18,0.97981,M,Control,2,Bei11_Ore,Bei11,Ore,0.00117477777777778,A
26A,1.001456,19,1.025752,F,Control,9,Bei11_Ore,Bei11,Ore,0.00127873684210527,A
26A,0.959004,18,0.973318,M,Control,9,Bei11_Ore,Bei11,Ore,0.000795222222222225,A
26A,0.95091,21,0.967762,M,Control,9,Bei11_Ore,Bei11,Ore,0.000802476190476189,A
26A,0.9999,21,1.022822,F,Control,9,Bei11_Ore,Bei11,Ore,0.0010915238095238,A
26A,1.017726,20,1.04462,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.00134470000000001,A
26A,1.019442,17,1.041528,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.00129917647058824,A
26A,1.018612,14,1.033688,F,Rotenone,2,Bei11_Ore,Bei11,Ore,0.00107685714285713,A
26B,0.997778,18,1.012356,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000809888888888888,B
26B,1.030252,6,1.036616,F,Rotenone,2,Bei11_Ore,Bei11,Ore,0.00106066666666667,B
26B,0.970972,17,0.984668,M,Control,9,Bei11_Ore,Bei11,Ore,0.000805647058823532,B
26B,0.994726,14,1.013346,F,Control,9,Bei11_Ore,Bei11,Ore,0.00133000000000001,B
26B,1.011414,17,1.032908,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.00126435294117646,B
26B,0.964512,16,0.977562,M,Control,9,Bei11_Ore,Bei11,Ore,0.000815625,B
26B,1.02642,19,1.049142,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.0011958947368421,B
26B,0.996656,17,1.010658,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000823647058823534,B
26B,1.023606,17,1.0451,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.00126435294117646,B
26B,0.994494,18,1.01616,F,Control,9,Bei11_Ore,Bei11,Ore,0.00120366666666666,B
26B,0.966386,20,0.981338,M,Control,2,Bei11_Ore,Bei11,Ore,0.000747600000000004,B
26B,0.991926,13,1.00774,F,Control,2,Bei11_Ore,Bei11,Ore,0.00121646153846155,B
26B,0.999832,16,1.020728,F,Control,9,Bei11_Ore,Bei11,Ore,0.001306,B
26B,0.955858,17,0.969838,M,Control,9,Bei11_Ore,Bei11,Ore,0.00082235294117647,B
26B,1.00715,20,1.02422,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000853499999999996,B
26B,0.993858,11,1.008438,F,Control,2,Bei11_Ore,Bei11,Ore,0.00132545454545454,B
26B,1.005624,17,1.019848,M,Rotenone,2,Bei11_Ore,Bei11,Ore,0.000836705882352942,B
26B,1.016656,19,1.038748,F,Rotenone,2,Bei11_Ore,Bei11,Ore,0.00116273684210526,B
26B,0.95879,17,0.979338,M,Control,2,Bei11_Ore,Bei11,Ore,0.00120870588235294,B
26B,1.008154,16,1.02111,M,Rotenone,2,Bei11_Ore,Bei11,Ore,0.000809749999999998,B
27A,0.971156,13,0.981152,M,Control,4,Bei05_Ore,Bei05,Ore,0.000768923076923077,A
27A,0.970866,12,0.979846,M,Control,4,Bei05_Ore,Bei05,Ore,0.000748333333333332,A
27A,0.996112,14,1.005756,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00068885714285715,A
27A,1.014092,10,1.027266,F,Control,4,Bei05_Ore,Bei05,Ore,0.0013174,A
27A,1.018846,14,1.038292,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00138900000000001,A
27A,1.02527,14,1.044116,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00134614285714287,A
27A,1.014472,11,1.028842,F,Control,4,Bei05_Ore,Bei05,Ore,0.00130636363636364,A
27A,0.999754,13,1.010208,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.000804153846153843,A
27A,1.0224,11,1.035264,F,Control,4,Bei05_Ore,Bei05,Ore,0.00116945454545454,A
27A,1.019696,13,1.03577,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00123646153846155,A
27A,0.997745,14,1.009272,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00082335714285714,A
27A,0.953006,12,0.96208,M,Control,4,Bei05_Ore,Bei05,Ore,0.000756166666666669,A
27B,1.02698,12,1.04172,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00122833333333333,B
27B,1.006164,13,1.015554,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.000722307692307693,B
27B,1.022022,12,1.035108,F,Control,4,Bei05_Ore,Bei05,Ore,0.00109049999999999,B
27B,0.965948,12,0.974978,M,Control,4,Bei05_Ore,Bei05,Ore,0.000752499999999999,B
27B,0.96661,12,0.97515,M,Control,4,Bei05_Ore,Bei05,Ore,0.000711666666666666,B
27B,1.014934,12,1.029552,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00121816666666667,B
27B,0.997962,12,1.007526,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.000796999999999992,B
27B,0.95954,12,0.969068,M,Control,4,Bei05_Ore,Bei05,Ore,0.000794000000000008,B
27B,1.01784,12,1.032312,F,Control,4,Bei05_Ore,Bei05,Ore,0.00120599999999998,B
27B,1.008242,13,1.019192,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.000842307692307694,B
27B,1.0196,11,1.030316,F,Control,4,Bei05_Ore,Bei05,Ore,0.000974181818181813,B
27B,1.030404,12,1.045762,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00127983333333333,B
28A,0.998654,6,1.003516,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000810333333333339,A
28A,1.03975,9,1.051364,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00129044444444445,A
28A,1.028472,9,1.04056,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.0013431111111111,A
28A,0.97164,13,0.981924,M,Control,5,Bei04_Ore,Bei04,Ore,0.000791076923076929,A
28A,1.024316,8,1.034292,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.001247,A
28A,1.003354,6,1.007884,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000754999999999987,A
28A,1.00607,6,1.010834,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000793999999999998,A
28A,0.999174,11,1.013488,F,Control,5,Bei04_Ore,Bei04,Ore,0.00130127272727272,A
28A,0.999244,11,1.01332,F,Control,5,Bei04_Ore,Bei04,Ore,0.00127963636363636,A
28A,0.964096,13,0.973972,M,Control,5,Bei04_Ore,Bei04,Ore,0.000759692307692307,A
28A,0.999302,11,1.013012,F,Control,5,Bei04_Ore,Bei04,Ore,0.00124636363636364,A
28A,0.959086,12,0.96819,M,Control,5,Bei04_Ore,Bei04,Ore,0.000758666666666667,A
28B,0.947556,14,0.957416,M,Control,6,Bei04_Ore,Bei04,Ore,0.000704285714285721,B
28B,0.99199,10,1.004666,F,Control,6,Bei04_Ore,Bei04,Ore,0.0012676,B
28B,0.950636,13,0.96049,M,Control,5,Bei04_Ore,Bei04,Ore,0.000757999999999994,B
28B,1.022012,11,1.035596,F,Rotenone,6,Bei04_Ore,Bei04,Ore,0.00123490909090909,B
28B,0.95937,12,0.968222,M,Control,5,Bei04_Ore,Bei04,Ore,0.000737666666666673,B
28B,0.997878,13,1.008118,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00078769230769231,B
28B,0.99426,10,1.005338,F,Control,6,Bei04_Ore,Bei04,Ore,0.0011078,B
28B,1.02674,12,1.040628,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00115733333333334,B
28B,0.97127,14,0.981578,M,Control,6,Bei04_Ore,Bei04,Ore,0.000736285714285713,B
28B,1.007036,10,1.01834,F,Control,6,Bei04_Ore,Bei04,Ore,0.0011304,B
28B,0.999476,12,1.008748,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000772666666666662,B
28B,1.020446,13,1.036058,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00120092307692307,B
28B,1.019178,11,1.03088,F,Rotenone,6,Bei04_Ore,Bei04,Ore,0.00106381818181819,B
28B,0.998918,14,1.014422,F,Control,5,Bei04_Ore,Bei04,Ore,0.00110742857142857,B
28B,0.99914,12,1.00722,M,Rotenone,6,Bei04_Ore,Bei04,Ore,0.000673333333333331,B
28B,0.96398,12,0.97393,M,Control,6,Bei04_Ore,Bei04,Ore,0.000829166666666668,B
28B,1.024164,13,1.038662,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00111523076923076,B
28B,1.005074,13,1.015596,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000809384615384609,B
28B,0.999342,11,1.013224,F,Control,5,Bei04_Ore,Bei04,Ore,0.001262,B
28B,1.00053,15,1.018924,F,Control,5,Bei04_Ore,Bei04,Ore,0.00122626666666667,B
28B,1.027232,10,1.039312,F,Rotenone,6,Bei04_Ore,Bei04,Ore,0.00120800000000001,B
28B,0.95627,12,0.96552,M,Control,5,Bei04_Ore,Bei04,Ore,0.000770833333333341,B
28B,1.006208,12,1.014676,M,Rotenone,6,Bei04_Ore,Bei04,Ore,0.00070566666666666,B
28B,1.00452,11,1.01261,M,Rotenone,6,Bei04_Ore,Bei04,Ore,0.000735454545454539,B
29A,1.025566,18,1.045108,F,Rotenone,9,Bei59_375,Bei59,375,0.00108566666666666,A
29A,0.966642,20,0.980202,M,Control,1,Bei59_375,Bei59,375,0.000678000000000001,A
29A,1.001438,16,1.021168,F,Control,1,Bei59_375,Bei59,375,0.001233125,A
29A,1.022558,19,1.040834,F,Rotenone,1,Bei59_375,Bei59,375,0.000961894736842103,A
29A,0.965996,17,0.978188,M,Control,9,Bei59_375,Bei59,375,0.000717176470588234,A
29A,1.001306,19,1.021572,F,Control,1,Bei59_375,Bei59,375,0.00106663157894736,A
29A,0.974874,16,0.983704,M,Control,1,Bei59_375,Bei59,375,0.000551875,A
29A,1.000422,20,1.014546,M,Rotenone,9,Bei59_375,Bei59,375,0.000706200000000001,A
29A,1.012708,20,1.012942,M,Rotenone,1,Bei59_375,Bei59,375,1.17000000000034e-05,A
29A,0.965956,20,0.979716,M,Control,9,Bei59_375,Bei59,375,0.000688,A
29A,0.99693,16,1.007894,M,Rotenone,9,Bei59_375,Bei59,375,0.000685250000000005,A
29A,0.996246,20,1.020222,F,Control,9,Bei59_375,Bei59,375,0.0011988,A
29A,1.00737,16,1.02635,F,Control,9,Bei59_375,Bei59,375,0.00118625,A
29A,0.99741,21,1.021766,F,Control,9,Bei59_375,Bei59,375,0.00115980952380952,A
29A,1.019522,18,1.039334,F,Rotenone,9,Bei59_375,Bei59,375,0.00110066666666666,A
29A,1.003124,19,1.016622,M,Rotenone,9,Bei59_375,Bei59,375,0.000710421052631579,A
