Mito,Nuc,Sex,Y,Set,Build,Treatment,Stock.x,Stock.y
375,375,F,0.903536977491961,2,parental,Control,NA,NA
375,375,F,0.906752411575563,2,parental,Control,NA,NA
375,375,F,0.866559485530547,2,parental,Control,NA,NA
375,375,F,0.879421221864952,2,parental,Control,NA,NA
375,375,F,0.954983922829582,2,parental,Control,NA,NA
375,375,F,0.902733118971061,2,parental,Control,NA,NA
375,375,F,0.942122186495177,2,parental,Control,NA,NA
375,375,F,0.959807073954984,2,parental,Control,NA,NA
375,375,F,0.890675241157556,2,parental,Control,NA,NA
375,375,F,0.951768488745981,2,parental,Control,NA,NA
375,375,F,0.658360128617363,2,parental,Control,NA,NA
375,375,F,0.726688102893891,2,parental,Control,NA,NA
375,375,F,0.867363344051447,2,parental,Control,NA,NA
375,375,F,0.946945337620579,2,parental,Control,NA,NA
375,375,F,0.806270096463023,2,parental,Control,NA,NA
375,375,F,0.921221864951768,2,parental,Control,NA,NA
375,375,F,0.932475884244373,2,parental,Control,NA,NA
375,375,F,0.838424437299035,2,parental,Control,NA,NA
375,375,F,0.864951768488746,2,parental,Control,NA,NA
375,375,F,0.877813504823151,2,parental,Control,NA,NA
375,375,F,0.903536977491961,2,parental,Control,NA,NA
375,375,F,0.9991961414791,2,parental,Control,NA,NA
375,375,F,0.913987138263666,2,parental,Control,NA,NA
375,375,F,0.946141479099678,2,parental,Control,NA,NA
375,375,F,0.963022508038585,2,parental,Control,NA,NA
375,375,F,0.889871382636656,2,parental,Control,NA,NA
375,375,F,0.716237942122186,2,parental,Control,NA,NA
375,375,F,0.864147909967846,2,parental,Control,NA,NA
375,375,F,0.877009646302251,2,parental,Control,NA,NA
375,375,F,0.829581993569132,2,parental,Control,NA,NA
375,375,F,0.97427652733119,2,parental,Control,NA,NA
375,375,F,0.880225080385852,2,parental,Control,NA,NA
375,375,F,0.895498392282958,2,parental,Control,NA,NA
375,375,F,0.920418006430868,2,parental,Control,NA,NA
375,375,F,0.942926045016077,2,parental,Control,NA,NA
375,375,F,0.840032154340836,2,parental,Control,NA,NA
375,375,F,0.738745980707395,2,parental,Control,NA,NA
375,375,F,0.866559485530547,2,parental,Control,NA,NA
375,375,F,0.90032154340836,2,parental,Control,NA,NA
375,375,F,0.969453376205788,2,parental,Control,NA,NA
375,375,F,0.795016077170418,2,parental,Control,NA,NA
375,375,F,0.815916398713826,2,parental,Control,NA,NA
375,375,F,0.895498392282958,2,parental,Control,NA,NA
375,375,F,0.928456591639871,2,parental,Control,NA,NA
375,375,F,0.92524115755627,2,parental,Control,NA,NA
375,375,F,1,2,parental,Control,NA,NA
375,375,F,0.94935691318328,2,parental,Control,NA,NA
375,375,F,0.854501607717042,2,parental,Control,NA,NA
375,375,F,0.912379421221865,2,parental,Control,NA,NA
375,375,F,0.97427652733119,2,parental,Control,NA,NA
375,375,F,0.967845659163987,2,parental,Control,NA,NA
375,375,F,0.989549839228296,2,parental,Control,NA,NA
Bei11,Ore,M,0.0852090032154341,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.181672025723473,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.878617363344051,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.372990353697749,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.7508038585209,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.710610932475884,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.787781350482315,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.896302250803859,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.820739549839228,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.889871382636656,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.948553054662379,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.734726688102894,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.860932475884244,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.886655948553055,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.904340836012862,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.807877813504823,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.888263665594855,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.916398713826367,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.877813504823151,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.908360128617363,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.921221864951768,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.413183279742765,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.862540192926045,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.844855305466238,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.964630225080386,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.910771704180064,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.92604501607717,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.782958199356913,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.890675241157556,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.85048231511254,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.851286173633441,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.90112540192926,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.870578778135048,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.82556270096463,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.852090032154341,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.881028938906752,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.948553054662379,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.0554662379421221,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.643890675241158,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.782154340836013,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.888263665594855,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.906752411575563,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.790996784565916,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.809485530546624,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.858520900321543,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.754823151125402,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.852893890675241,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.887459807073955,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.952572347266881,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.769292604501608,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.809485530546624,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.864147909967846,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.811093247588424,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.895498392282958,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.82475884244373,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.870578778135048,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.919614147909968,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.771704180064309,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.82475884244373,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.846463022508039,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.891479099678457,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.791800643086817,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.82395498392283,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.861736334405145,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.860932475884244,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.932475884244373,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.985530546623794,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.910771704180064,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.860932475884244,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.913987138263666,2,B,Rotenone,26B,26B
Bei11,Ore,M,0.995980707395498,2,B,Rotenone,26B,26B
yak,Ore,M,0.709807073954984,2,B,Control,42B,42B
yak,Ore,M,0.991961414790997,2,B,Control,42B,42B
yak,Ore,M,0.881028938906752,2,B,Control,42B,42B
yak,Ore,M,0.723472668810289,2,B,Control,42B,42B
yak,Ore,M,0.79903536977492,2,B,Control,42B,42B
yak,Ore,M,0.087620578778135,2,B,Control,42B,42B
yak,Ore,M,0.884244372990354,2,B,Control,42B,42B
yak,Ore,M,0.926848874598071,2,B,Control,42B,42B
yak,Ore,M,0.819935691318328,2,B,Control,42B,42B
yak,Ore,M,0.903536977491961,2,B,Control,42B,42B
yak,Ore,M,1,2,B,Control,42B,42B
yak,Ore,M,0.257234726688103,2,B,Control,42B,42B
yak,Ore,M,0.815916398713826,2,B,Control,42B,42B
yak,Ore,M,0.930868167202572,2,B,Control,42B,42B
yak,Ore,M,1,2,B,Control,42B,42B
yak,Ore,M,0.808681672025723,2,B,Control,42B,42B
yak,Ore,M,0.835209003215434,2,B,Control,42B,42B
yak,Ore,M,0.84887459807074,2,B,Control,42B,42B
yak,Ore,M,0.903536977491961,2,B,Control,42B,42B
yak,Ore,M,0.0602893890675241,2,B,Control,42B,42B
yak,Ore,M,0.683279742765273,2,B,Control,42B,42B
yak,Ore,M,0.812700964630225,2,B,Control,42B,42B
yak,Ore,M,0.828778135048232,2,B,Control,42B,42B
yak,Ore,M,0.867363344051447,2,B,Control,42B,42B
yak,Ore,M,0.877009646302251,2,B,Control,42B,42B
yak,Ore,M,0.963022508038585,2,B,Control,42B,42B
yak,Ore,M,0.511254019292605,2,B,Control,42B,42B
yak,Ore,M,0.807073954983923,2,B,Control,42B,42B
yak,Ore,M,0.872990353697749,2,B,Control,42B,42B
yak,Ore,M,0.959807073954984,2,B,Control,42B,42B
yak,Ore,M,0.069935691318328,2,B,Control,42B,42B
yak,Ore,M,0.736334405144695,2,B,Control,42B,42B
yak,Ore,M,0.856109324758842,2,B,Control,42B,42B
yak,Ore,M,0.872186495176849,2,B,Control,42B,42B
yak,Ore,M,0.966237942122186,2,B,Control,42B,42B
yak,Ore,M,0.778938906752412,2,B,Control,42B,42B
yak,Ore,M,0.794212218649518,2,B,Control,42B,42B
yak,Ore,M,0.835209003215434,2,B,Control,42B,42B
yak,Ore,M,0.87379421221865,2,B,Control,42B,42B
yak,Ore,M,0.943729903536977,2,B,Control,42B,42B
yak,Ore,M,0.618167202572347,2,B,Control,42B,42B
yak,Ore,M,0.942926045016077,2,B,Control,42B,42B
yak,Ore,M,0.82395498392283,2,B,Control,42B,42B
yak,Ore,M,0.82556270096463,2,B,Control,42B,42B
yak,Ore,M,0.852090032154341,2,B,Control,42B,42B
yak,Ore,M,0.820739549839228,2,B,Control,42B,42B
yak,Ore,M,0.908360128617363,2,B,Control,42B,42B
yak,Ore,M,0.809485530546624,2,B,Control,42B,42B
yak,Ore,M,0.879421221864952,2,B,Control,42B,42B
yak,Ore,M,0.897909967845659,2,B,Control,42B,42B
yak,Ore,M,0.723472668810289,2,B,Control,42B,42B
yak,Ore,M,0.785369774919614,2,B,Control,42B,42B
yak,Ore,M,0.80064308681672,2,B,Control,42B,42B
yak,Ore,M,0.932475884244373,2,B,Control,42B,42B
yak,Ore,M,0.938102893890675,2,B,Control,42B,42B
yak,Ore,M,0.815916398713826,2,B,Control,42B,42B
yak,Ore,M,0.862540192926045,2,B,Control,42B,42B
yak,Ore,M,0.841639871382637,2,B,Control,42B,42B
yak,Ore,M,0.886655948553055,2,B,Control,42B,42B
yak,Ore,M,0.891479099678457,2,B,Control,42B,42B
yak,Ore,M,0.90032154340836,2,B,Control,42B,42B
yak,Ore,M,0.872990353697749,2,B,Control,42B,42B
yak,Ore,M,0.960610932475884,2,B,Control,42B,42B
yak,Ore,M,0.843247588424437,2,B,Control,42B,42B
yak,Ore,M,0.867363344051447,2,B,Control,42B,42B
yak,Ore,M,0.947749196141479,2,B,Control,42B,42B
yak,Ore,M,0.814308681672026,2,B,Control,42B,42B
yak,Ore,M,0.840836012861736,2,B,Control,42B,42B
yak,Ore,M,0.917202572347267,2,B,Control,42B,42B
yak,Ore,M,0.908360128617363,2,B,Control,42B,42B
yak,Ore,M,0.806270096463023,2,B,Control,42B,42B
yak,Ore,M,0.956591639871383,2,B,Control,42B,42B
yak,Ore,M,0.848070739549839,2,B,Control,42B,42B
yak,Ore,M,0.908360128617363,2,B,Control,42B,42B
ZH33,Ore,F,0.592443729903537,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.872186495176849,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.570739549839228,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.847266881028939,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.629421221864952,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.764469453376206,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.810289389067524,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.830385852090032,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.583601286173633,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.792604501607717,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.836012861736334,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.869774919614148,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.676848874598071,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.714630225080386,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.84887459807074,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.745980707395498,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.845659163987138,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.766077170418006,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.772508038585209,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.77411575562701,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.885048231511254,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.638263665594855,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.118971061093248,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.642282958199357,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.841639871382637,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.0916398713826366,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.740353697749196,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.818327974276527,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.841639871382637,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.85048231511254,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.748392282958199,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.758038585209003,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.90032154340836,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.638263665594855,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.713826366559486,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.860932475884244,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.067524115755627,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.443729903536977,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.770096463022508,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.838424437299035,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.746784565916399,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.811093247588424,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.77491961414791,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.781350482315113,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.815916398713826,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.818327974276527,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.713022508038585,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.861736334405145,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.955787781350482,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.837620578778135,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.732315112540193,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.77411575562701,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.754823151125402,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.786173633440514,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.72508038585209,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.753215434083601,2,B,Rotenone,7B,7B
ZH33,Ore,F,1,2,B,Rotenone,7B,7B
ZH33,Ore,F,0.733118971061093,2,B,Rotenone,7B,7B
Bei23,Ore,F,0.110932475884244,2,B,Control,24B,24B
Bei23,Ore,F,0.145498392282958,2,B,Control,24B,24B
Bei23,Ore,F,0.647909967845659,2,B,Control,24B,24B
Bei23,Ore,F,0.778135048231511,2,B,Control,24B,24B
Bei23,Ore,F,0.869774919614148,2,B,Control,24B,24B
Bei23,Ore,F,0.276527331189711,2,B,Control,24B,24B
Bei23,Ore,F,0.491157556270096,2,B,Control,24B,24B
Bei23,Ore,F,0.84887459807074,2,B,Control,24B,24B
Bei23,Ore,F,0.833601286173633,2,B,Control,24B,24B
Bei23,Ore,F,0.597266881028939,2,B,Control,24B,24B
Bei23,Ore,F,0.616559485530547,2,B,Control,24B,24B
Bei23,Ore,F,0.746784565916399,2,B,Control,24B,24B
Bei23,Ore,F,0.548231511254019,2,B,Control,24B,24B
Bei23,Ore,F,0.759646302250804,2,B,Control,24B,24B
Bei23,Ore,F,0.101286173633441,2,B,Control,24B,24B
Bei23,Ore,F,0.866559485530547,2,B,Control,24B,24B
Bei23,Ore,F,0.935691318327974,2,B,Control,24B,24B
Bei23,Ore,F,0.763665594855305,2,B,Control,24B,24B
Bei23,Ore,F,0.787781350482315,2,B,Control,24B,24B
Bei23,Ore,F,0.740353697749196,2,B,Control,24B,24B
Bei23,Ore,F,0.835209003215434,2,B,Control,24B,24B
Bei23,Ore,F,0.864147909967846,2,B,Control,24B,24B
Bei23,Ore,F,0.872990353697749,2,B,Control,24B,24B
Bei23,Ore,F,0.893086816720257,2,B,Control,24B,24B
Bei23,Ore,F,0.59967845659164,2,B,Control,24B,24B
Bei23,Ore,F,0.818327974276527,2,B,Control,24B,24B
Bei23,Ore,F,0.831189710610932,2,B,Control,24B,24B
Bei23,Ore,F,0.693729903536977,2,B,Control,24B,24B
Bei23,Ore,F,0.744372990353698,2,B,Control,24B,24B
Bei23,Ore,F,0.818327974276527,2,B,Control,24B,24B
Bei23,Ore,F,0.864951768488746,2,B,Control,24B,24B
Bei23,Ore,F,0.823151125401929,2,B,Control,24B,24B
Bei23,Ore,F,0.864147909967846,2,B,Control,24B,24B
Bei23,Ore,F,0.795016077170418,2,B,Control,24B,24B
Bei23,Ore,F,0.990353697749196,2,B,Control,24B,24B
Bei23,Ore,F,0.704983922829582,2,B,Control,24B,24B
Bei23,Ore,F,0.789389067524116,2,B,Control,24B,24B
Bei23,Ore,F,0.802250803858521,2,B,Control,24B,24B
Bei23,Ore,F,0.852090032154341,2,B,Control,24B,24B
Bei23,Ore,F,0.90112540192926,2,B,Control,24B,24B
Bei23,Ore,F,0.666398713826367,2,B,Control,24B,24B
Bei23,Ore,F,0.727491961414791,2,B,Control,24B,24B
Bei23,Ore,F,0.540996784565916,2,B,Control,24B,24B
Bei23,Ore,F,0.703376205787781,2,B,Control,24B,24B
Bei23,Ore,F,0.770900321543408,2,B,Control,24B,24B
Bei23,Ore,F,0.907556270096463,2,B,Control,24B,24B
Bei23,Ore,F,0.836816720257235,2,B,Control,24B,24B
Bei23,Ore,F,0.836816720257235,2,B,Control,24B,24B
Bei23,Ore,F,0.528135048231511,2,B,Control,24B,24B
Bei23,Ore,F,0.72508038585209,2,B,Control,24B,24B
Bei23,Ore,F,0.806270096463023,2,B,Control,24B,24B
Bei23,Ore,F,0.830385852090032,2,B,Control,24B,24B
Bei23,Ore,F,0.804662379421222,2,B,Control,24B,24B
Bei23,Ore,F,0.810289389067524,2,B,Control,24B,24B
Bei23,Ore,F,0.842443729903537,2,B,Control,24B,24B
Bei23,Ore,F,0.836012861736334,2,B,Control,24B,24B
Bei23,Ore,F,0.667202572347267,2,B,Control,24B,24B
Bei23,Ore,F,0.864951768488746,2,B,Control,24B,24B
Bei23,Ore,F,0.710610932475884,2,B,Control,24B,24B
Bei23,Ore,F,0.831993569131833,2,B,Control,24B,24B
Bei23,Ore,F,0.905144694533762,2,B,Control,24B,24B
Bei23,Ore,F,0.886655948553055,2,B,Control,24B,24B
Bei23,Ore,F,0.745980707395498,2,B,Control,24B,24B
Bei23,Ore,F,0.907556270096463,2,B,Control,24B,24B
Bei23,Ore,F,0.713022508038585,2,B,Control,24B,24B
Bei23,Ore,F,0.860128617363344,2,B,Control,24B,24B
ZH33,Ore,M,0.491961414790997,2,B,Control,7B,7B
ZH33,Ore,M,0.846463022508039,2,B,Control,7B,7B
ZH33,Ore,M,0.872186495176849,2,B,Control,7B,7B
ZH33,Ore,M,0.12620578778135,2,B,Control,7B,7B
ZH33,Ore,M,0.0996784565916399,2,B,Control,7B,7B
ZH33,Ore,M,0.833601286173633,2,B,Control,7B,7B
ZH33,Ore,M,0.832797427652733,2,B,Control,7B,7B
ZH33,Ore,M,0.85048231511254,2,B,Control,7B,7B
ZH33,Ore,M,0.858520900321543,2,B,Control,7B,7B
ZH33,Ore,M,0.884244372990354,2,B,Control,7B,7B
ZH33,Ore,M,0.897909967845659,2,B,Control,7B,7B
ZH33,Ore,M,0.907556270096463,2,B,Control,7B,7B
ZH33,Ore,M,0.797427652733119,2,B,Control,7B,7B
ZH33,Ore,M,0.856109324758842,2,B,Control,7B,7B
ZH33,Ore,M,0.881832797427653,2,B,Control,7B,7B
ZH33,Ore,M,0.856913183279743,2,B,Control,7B,7B
ZH33,Ore,M,0.897909967845659,2,B,Control,7B,7B
ZH33,Ore,M,0.94935691318328,2,B,Control,7B,7B
ZH33,Ore,M,0.792604501607717,2,B,Control,7B,7B
ZH33,Ore,M,0.891479099678457,2,B,Control,7B,7B
ZH33,Ore,M,0.895498392282958,2,B,Control,7B,7B
ZH33,Ore,M,0.880225080385852,2,B,Control,7B,7B
ZH33,Ore,M,0.528135048231511,2,B,Control,7B,7B
ZH33,Ore,M,0.762861736334405,2,B,Control,7B,7B
ZH33,Ore,M,0.827974276527331,2,B,Control,7B,7B
ZH33,Ore,M,0.847266881028939,2,B,Control,7B,7B
ZH33,Ore,M,0.971061093247588,2,B,Control,7B,7B
ZH33,Ore,M,0.743569131832797,2,B,Control,7B,7B
ZH33,Ore,M,0.745176848874598,2,B,Control,7B,7B
ZH33,Ore,M,0.793408360128617,2,B,Control,7B,7B
ZH33,Ore,M,0.885852090032154,2,B,Control,7B,7B
ZH33,Ore,M,0.964630225080386,2,B,Control,7B,7B
ZH33,Ore,M,0.827170418006431,2,B,Control,7B,7B
ZH33,Ore,M,0.904340836012862,2,B,Control,7B,7B
ZH33,Ore,M,0.958199356913183,2,B,Control,7B,7B
ZH33,Ore,M,0.422829581993569,2,B,Control,7B,7B
ZH33,Ore,M,0.762861736334405,2,B,Control,7B,7B
ZH33,Ore,M,0.907556270096463,2,B,Control,7B,7B
ZH33,Ore,M,0.912379421221865,2,B,Control,7B,7B
ZH33,Ore,M,0.806270096463023,2,B,Control,7B,7B
ZH33,Ore,M,0.891479099678457,2,B,Control,7B,7B
ZH33,Ore,M,0.492765273311897,2,B,Control,7B,7B
ZH33,Ore,M,0.814308681672026,2,B,Control,7B,7B
ZH33,Ore,M,0.858520900321543,2,B,Control,7B,7B
ZH33,Ore,M,0.880225080385852,2,B,Control,7B,7B
ZH33,Ore,M,0.892282958199357,2,B,Control,7B,7B
ZH33,Ore,M,0.814308681672026,2,B,Control,7B,7B
ZH33,Ore,M,0.856913183279743,2,B,Control,7B,7B
ZH33,Ore,M,0.90032154340836,2,B,Control,7B,7B
ZH33,Ore,M,0.781350482315113,2,B,Control,7B,7B
ZH33,Ore,M,0.836012861736334,2,B,Control,7B,7B
ZH33,Ore,M,0.881832797427653,2,B,Control,7B,7B
ZH33,Ore,M,0.882636655948553,2,B,Control,7B,7B
ZH33,Ore,M,0.92604501607717,2,B,Control,7B,7B
ZH33,Ore,M,0.934083601286174,2,B,Control,7B,7B
ZH33,Ore,M,0.455787781350482,2,B,Control,7B,7B
ZH33,Ore,M,0.694533762057878,2,B,Control,7B,7B
ZH33,Ore,M,0.803054662379421,2,B,Control,7B,7B
ZH33,Ore,M,0.896302250803859,2,B,Control,7B,7B
ZH33,Ore,M,0.913987138263666,2,B,Control,7B,7B
ZH33,Ore,M,0.780546623794212,2,B,Control,7B,7B
ZH33,Ore,M,0.837620578778135,2,B,Control,7B,7B
ZH33,Ore,M,0.897106109324759,2,B,Control,7B,7B
ZH33,Ore,M,0.847266881028939,2,B,Control,7B,7B
ZH33,Ore,M,0.868167202572347,2,B,Control,7B,7B
ZH33,Ore,M,0.907556270096463,2,B,Control,7B,7B
ZH33,Ore,M,0.686495176848875,2,B,Control,7B,7B
ZH33,Ore,M,0.911575562700965,2,B,Control,7B,7B
ZH33,Ore,M,0.57395498392283,2,B,Control,7B,7B
ZH33,Ore,M,0.901929260450161,2,B,Control,7B,7B
ZH33,Ore,M,0.818327974276527,2,B,Control,7B,7B
ZH33,Ore,M,0.868167202572347,2,B,Control,7B,7B
ZH33,Ore,M,0.803858520900322,2,B,Control,7B,7B
ZH33,Ore,M,0.827170418006431,2,B,Control,7B,7B
ZH33,Ore,M,0.872186495176849,2,B,Control,7B,7B
ZH33,Ore,M,0.930868167202572,2,B,Control,7B,7B
ZH33,Ore,M,0.931672025723473,2,B,Control,7B,7B
ZH33,Ore,M,0.929260450160772,2,B,Control,7B,7B
ZH33,Ore,M,0.936495176848875,2,B,Control,7B,7B
ZH33,Ore,M,0.913987138263666,2,B,Control,7B,7B
Bei23,Ore,M,0.87620578778135,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.10048231511254,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.0779742765273312,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.370578778135048,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.620578778135048,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.92524115755627,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.639871382636656,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.721864951768489,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.860128617363344,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.864951768488746,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.882636655948553,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.82475884244373,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.856109324758842,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.479903536977492,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.823151125401929,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.844051446945338,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.878617363344051,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.930064308681672,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.927652733118971,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.758038585209003,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.760450160771704,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.864951768488746,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.881832797427653,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.887459807073955,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.826366559485531,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.852090032154341,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.87379421221865,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.732315112540193,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.832797427652733,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.713022508038585,2,B,Rotenone,24B,24B
Bei23,Ore,M,0.805466237942122,2,B,Rotenone,24B,24B
